ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201219_at	1.73e-01	6.06e-02	1.926715	-4.855725	0.3451985	CTBP2	C-terminal binding protein 2
218610_s_at	1.73e-01	6.06e-02	-1.926472	-4.856158	-0.6851388	CPPED1	calcineurin like phosphoesterase domain containing 1
204362_at	1.73e-01	6.06e-02	-1.926432	-4.856229	-0.6406063	SKAP2	src kinase associated phosphoprotein 2
216132_at	1.73e-01	6.06e-02	-1.926307	-4.856451	-0.1685435		
205808_at	1.73e-01	6.06e-02	-1.926292	-4.856479	-0.4042432	ASPH	aspartate beta-hydroxylase
217810_x_at	1.73e-01	6.07e-02	1.92615	-4.856732	0.2910318	LARS	leucyl-tRNA synthetase
206251_s_at	1.73e-01	6.07e-02	-1.92611	-4.856803	-0.0840393	AVPR1A	arginine vasopressin receptor 1A
214777_at	1.73e-01	6.07e-02	-1.926043	-4.856922	-0.5320142	IGKC	immunoglobulin kappa constant
207818_s_at	1.73e-01	6.07e-02	-1.925754	-4.857437	-0.1210429	HTR7	5-hydroxytryptamine receptor 7
202799_at	1.73e-01	6.07e-02	1.925592	-4.857727	0.3521199	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit
215605_at	1.73e-01	6.08e-02	-1.925346	-4.858164	-0.4462411	NCOA2	nuclear receptor coactivator 2
209373_at	1.73e-01	6.08e-02	-1.925119	-4.858568	-0.0676779	MALL	mal, T-cell differentiation protein like
203615_x_at	1.73e-01	6.08e-02	-1.924948	-4.858873	-0.4824974	SULT1A1	sulfotransferase family 1A member 1
204117_at	1.73e-01	6.08e-02	-1.92482	-4.859101	-0.2767667	PREP	prolyl endopeptidase
203369_x_at	1.73e-01	6.09e-02	-1.924228	-4.860156	-0.0495823	PDLIM7	PDZ and LIM domain 7
40640_at	1.73e-01	6.09e-02	-1.924155	-4.860287	-0.0712057	NCAPH2	non-SMC condensin II complex subunit H2
210601_at	1.73e-01	6.10e-02	-1.923675	-4.861141	-0.1658862	CDH6	cadherin 6
210362_x_at	1.73e-01	6.10e-02	1.923533	-4.861394	0.2881056	PML	promyelocytic leukemia
207039_at	1.73e-01	6.10e-02	-1.923374	-4.861677	-0.1870582	CDKN2A	cyclin dependent kinase inhibitor 2A
222024_s_at	1.73e-01	6.11e-02	-1.922943	-4.862444	-0.5442962	AKAP13	A-kinase anchoring protein 13
217673_x_at	1.73e-01	6.11e-02	-1.922885	-4.862549	-0.1835921	GNAS	GNAS complex locus
203221_at	1.74e-01	6.11e-02	-1.922694	-4.862887	-0.3734219	TLE1	transducin like enhancer of split 1
210442_at	1.74e-01	6.11e-02	-1.922614	-4.863031	-0.1628214	IL1RL1	interleukin 1 receptor like 1
219890_at	1.74e-01	6.11e-02	-1.922582	-4.863087	-0.0778001	CLEC5A	C-type lectin domain family 5 member A
220244_at	1.74e-01	6.11e-02	-1.922379	-4.863449	-0.1572339	LINC00312	long intergenic non-protein coding RNA 312
201964_at	1.74e-01	6.12e-02	1.922329	-4.863538	0.6902941	SETX	senataxin
213029_at	1.74e-01	6.12e-02	1.921968	-4.86418	0.1708755	NFIB	nuclear factor I B
221175_at	1.74e-01	6.12e-02	-1.921707	-4.864645	-0.1185466	C3orf36	chromosome 3 open reading frame 36
204001_at	1.74e-01	6.13e-02	1.921563	-4.8649	0.1384085	SNAPC3	small nuclear RNA activating complex polypeptide 3
208903_at	1.74e-01	6.13e-02	1.921405	-4.865182	0.1924342	RPS28	ribosomal protein S28
221982_x_at	1.74e-01	6.13e-02	-1.921261	-4.865439	-0.0925317	LAGE3	L antigen family member 3
202541_at	1.74e-01	6.13e-02	-1.921169	-4.865601	-0.3514495	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
204073_s_at	1.74e-01	6.13e-02	-1.921012	-4.865881	-0.3329158	MYRF	myelin regulatory factor
202335_s_at	1.74e-01	6.14e-02	-1.920745	-4.866356	-0.2009431	UBE2B	ubiquitin conjugating enzyme E2 B
220404_at	1.74e-01	6.14e-02	-1.920634	-4.866552	-0.2771287	ADGRG3	adhesion G protein-coupled receptor G3
212284_x_at	1.74e-01	6.14e-02	-1.920584	-4.866641	-0.0906505	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
208193_at	1.74e-01	6.14e-02	-1.920521	-4.866753	-0.0585252	IL9	interleukin 9
222037_at	1.74e-01	6.14e-02	1.920358	-4.867043	0.6538624	MCM4	minichromosome maintenance complex component 4
203278_s_at	1.74e-01	6.15e-02	-1.919709	-4.868198	-0.2426452	PHF21A	PHD finger protein 21A
213563_s_at	1.74e-01	6.15e-02	-1.919565	-4.868454	-0.1301729	TUBGCP2	tubulin gamma complex associated protein 2
209658_at	1.74e-01	6.16e-02	1.91915	-4.869192	0.3127872	CDC16	cell division cycle 16
208068_x_at	1.74e-01	6.16e-02	-1.919086	-4.869305	-0.1426793	GH2///GH1///CSHL1///CSH1	growth hormone 2///growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
215757_at	1.74e-01	6.16e-02	-1.918885	-4.869662	-0.1280529	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
208478_s_at	1.75e-01	6.16e-02	-1.918686	-4.870016	-0.5693663	BAX	BCL2 associated X, apoptosis regulator
204489_s_at	1.75e-01	6.16e-02	-1.918578	-4.870208	-0.6354133	CD44	CD44 molecule (Indian blood group)
219880_at	1.75e-01	6.16e-02	1.918574	-4.870215	0.3248669	CTC-338M12.4	uncharacterized LOC101928649
201786_s_at	1.75e-01	6.17e-02	1.918103	-4.871051	0.2458274	ADAR	adenosine deaminase, RNA specific
205519_at	1.75e-01	6.18e-02	1.917424	-4.872257	0.1753667	WDR76	WD repeat domain 76
213004_at	1.75e-01	6.18e-02	-1.917392	-4.872315	-0.0753245	ANGPTL2	angiopoietin like 2
207433_at	1.75e-01	6.18e-02	-1.917294	-4.872488	-0.1299392	IL10	interleukin 10
220625_s_at	1.75e-01	6.18e-02	-1.917183	-4.872686	-0.0882275	ELF5	E74 like ETS transcription factor 5
222191_s_at	1.75e-01	6.18e-02	-1.917149	-4.872746	-0.1573855	B4GALT7	beta-1,4-galactosyltransferase 7
209684_at	1.75e-01	6.18e-02	-1.91706	-4.872904	-0.6127481	RIN2	Ras and Rab interactor 2
160020_at	1.75e-01	6.18e-02	-1.917038	-4.872942	-0.15036	MMP14	matrix metallopeptidase 14
211459_at	1.75e-01	6.19e-02	-1.916931	-4.873133	-0.1276069		
220143_x_at	1.75e-01	6.19e-02	1.91687	-4.873241	0.1921209	LUC7L	LUC7 like
201918_at	1.75e-01	6.19e-02	-1.916775	-4.873409	-0.4693991	SLC25A36	solute carrier family 25 member 36
221447_s_at	1.75e-01	6.19e-02	-1.916654	-4.873625	-0.046978	GLT8D2	glycosyltransferase 8 domain containing 2
203354_s_at	1.75e-01	6.20e-02	-1.916074	-4.874654	-0.0730372	PSD3	pleckstrin and Sec7 domain containing 3
37943_at	1.75e-01	6.20e-02	1.916036	-4.874722	0.2164658	ZFYVE26	zinc finger FYVE-type containing 26
208044_s_at	1.75e-01	6.20e-02	-1.915879	-4.875	-0.1312288	PPARD	peroxisome proliferator activated receptor delta
222067_x_at	1.75e-01	6.20e-02	1.915876	-4.875006	0.6759624	HIST1H2BD	histone cluster 1, H2bd
220570_at	1.75e-01	6.20e-02	-1.915871	-4.875015	-0.2778419	RETN	resistin
205723_at	1.75e-01	6.20e-02	-1.915799	-4.875143	-0.1171027	CNTFR	ciliary neurotrophic factor receptor
212075_s_at	1.75e-01	6.20e-02	1.915633	-4.875436	0.3557698	CSNK2A1	casein kinase 2 alpha 1
203700_s_at	1.75e-01	6.20e-02	-1.915485	-4.875699	-0.1356336	DIO2	deiodinase, iodothyronine, type II
221022_s_at	1.75e-01	6.21e-02	-1.915333	-4.875969	-0.1100817	PMFBP1	polyamine modulated factor 1 binding protein 1
215902_at	1.75e-01	6.21e-02	-1.915265	-4.87609	-0.3702871		
32209_at	1.75e-01	6.21e-02	-1.915212	-4.876185	-0.3244242	FAM89B	family with sequence similarity 89 member B
210393_at	1.75e-01	6.21e-02	-1.915163	-4.876271	-0.0648207	LGR5	leucine rich repeat containing G protein-coupled receptor 5
204786_s_at	1.75e-01	6.21e-02	-1.915155	-4.876285	-0.3859473	IFNAR2	interferon alpha and beta receptor subunit 2
206473_at	1.75e-01	6.21e-02	-1.915106	-4.876372	-0.1158591	MBTPS2	membrane bound transcription factor peptidase, site 2
204422_s_at	1.75e-01	6.21e-02	-1.914925	-4.876693	-0.097278	FGF2	fibroblast growth factor 2
210694_s_at	1.75e-01	6.22e-02	1.91443	-4.877571	0.5056522	MID1	midline 1
218772_x_at	1.75e-01	6.22e-02	1.91438	-4.877659	0.4806772	TMEM38B	transmembrane protein 38B
221735_at	1.75e-01	6.22e-02	1.914254	-4.877882	0.4055745	WDR48	WD repeat domain 48
215110_at	1.75e-01	6.22e-02	-1.914158	-4.878053	-0.0937302	BMS1P21///MBL1P	BMS1, ribosome biogenesis factor pseudogene 21///mannose binding lectin 1, pseudogene
208003_s_at	1.76e-01	6.22e-02	-1.913938	-4.878444	-0.4423563	NFAT5	nuclear factor of activated T-cells 5
208141_s_at	1.76e-01	6.23e-02	1.913787	-4.878711	0.126966	DOHH	deoxyhypusine hydroxylase/monooxygenase
220439_at	1.76e-01	6.23e-02	-1.913766	-4.878748	-0.289673	RIN3	Ras and Rab interactor 3
219988_s_at	1.76e-01	6.23e-02	1.913575	-4.879087	0.2789663	RNF220	ring finger protein 220
211407_at	1.76e-01	6.23e-02	-1.913548	-4.879135	-0.1114378	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
215627_at	1.76e-01	6.23e-02	-1.913466	-4.87928	-0.08091	LOC101926913	uncharacterized LOC101926913
207832_at	1.76e-01	6.23e-02	-1.91324	-4.879681	-0.0555214	BAIAP2	BAI1 associated protein 2
204387_x_at	1.76e-01	6.23e-02	1.913212	-4.87973	0.2678124	MRPL57	mitochondrial ribosomal protein L57
214345_at	1.76e-01	6.23e-02	-1.9132	-4.879752	-0.0911965		
210354_at	1.76e-01	6.23e-02	-1.913198	-4.879755	-0.1832146	IFNG	interferon gamma
209606_at	1.76e-01	6.24e-02	-1.912852	-4.880369	-0.5462989	CYTIP	cytohesin 1 interacting protein
214518_at	1.76e-01	6.24e-02	-1.912829	-4.88041	-0.0842809	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2
220581_at	1.76e-01	6.24e-02	-1.912616	-4.880787	-0.1087793	CCDC170	coiled-coil domain containing 170
207650_x_at	1.76e-01	6.24e-02	-1.912399	-4.881171	-0.1484661	PTGER1	prostaglandin E receptor 1
206653_at	1.76e-01	6.25e-02	1.912266	-4.881408	0.2062234	POLR3G	RNA polymerase III subunit G
212698_s_at	1.76e-01	6.25e-02	-1.912253	-4.88143	-0.1266701	SEPT10	septin 10
219886_at	1.76e-01	6.25e-02	-1.912236	-4.881461	-0.1400782	CEP97	centrosomal protein 97
208637_x_at	1.76e-01	6.25e-02	-1.912217	-4.881493	-0.5750973	ACTN1	actinin alpha 1
219419_at	1.76e-01	6.25e-02	1.912164	-4.881587	0.2487107	RBFA	ribosome binding factor A (putative)
219933_at	1.76e-01	6.25e-02	1.912128	-4.881653	0.2740114	GLRX2	glutaredoxin 2
210925_at	1.76e-01	6.25e-02	-1.912085	-4.881728	-0.1367715	CIITA	class II major histocompatibility complex transactivator
220728_at	1.76e-01	6.25e-02	-1.911904	-4.882048	-0.3895232		
212562_s_at	1.76e-01	6.25e-02	-1.911883	-4.882086	-0.0960305	CTSZ	cathepsin Z
207705_s_at	1.76e-01	6.25e-02	-1.911849	-4.882146	-0.1048644	NINL	ninein like
201287_s_at	1.76e-01	6.26e-02	-1.911466	-4.882824	-0.1513104	SDC1	syndecan 1
213637_at	1.76e-01	6.26e-02	-1.911375	-4.882985	-0.502519	DDX52	DEAD-box helicase 52
220198_s_at	1.76e-01	6.26e-02	-1.911066	-4.883533	-0.0973989	EIF5A2	eukaryotic translation initiation factor 5A2
204231_s_at	1.76e-01	6.27e-02	-1.910809	-4.883989	-0.3282714	FAAH	fatty acid amide hydrolase
204264_at	1.76e-01	6.27e-02	1.910458	-4.88461	0.2689039	CPT2	carnitine palmitoyltransferase 2
222106_at	1.76e-01	6.27e-02	-1.910348	-4.884804	-0.0731229	PRND	prion protein 2 (dublet)
213342_at	1.76e-01	6.27e-02	-1.91031	-4.884871	-0.0883916	YAP1	Yes associated protein 1
219811_at	1.76e-01	6.28e-02	-1.910076	-4.885286	-0.0961385	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
206178_at	1.76e-01	6.28e-02	-1.909694	-4.885961	-0.1494828	PLA2G5	phospholipase A2 group V
205653_at	1.76e-01	6.28e-02	-1.909656	-4.88603	-1.5627382	CTSG	cathepsin G
207248_at	1.76e-01	6.28e-02	-1.909536	-4.886241	-0.082736	KCNA4	potassium voltage-gated channel subfamily A member 4
216922_x_at	1.76e-01	6.28e-02	-1.90948	-4.88634	-0.1951373	DAZ4///DAZ2///DAZ3///DAZ1	deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
214322_at	1.76e-01	6.28e-02	-1.909365	-4.886543	-0.5715359	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
221077_at	1.77e-01	6.29e-02	-1.909085	-4.887039	-0.0922469	ARMC4	armadillo repeat containing 4
219768_at	1.77e-01	6.29e-02	-1.909035	-4.887128	-0.1014504	VTCN1	V-set domain containing T cell activation inhibitor 1
219511_s_at	1.77e-01	6.29e-02	-1.908734	-4.887661	-0.3772118	SNCAIP	synuclein alpha interacting protein
217746_s_at	1.77e-01	6.29e-02	-1.908686	-4.887746	-0.1850229	PDCD6IP	programmed cell death 6 interacting protein
213410_at	1.77e-01	6.30e-02	1.908381	-4.888285	0.430041	EDRF1	erythroid differentiation regulatory factor 1
221062_at	1.77e-01	6.30e-02	-1.908357	-4.888327	-0.0613973	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1
206056_x_at	1.77e-01	6.30e-02	-1.908315	-4.888402	-0.2017606	SPN	sialophorin
214843_s_at	1.77e-01	6.30e-02	-1.908267	-4.888487	-0.3461262	USP33	ubiquitin specific peptidase 33
210783_x_at	1.77e-01	6.30e-02	-1.908173	-4.888654	-1.0715783	CLEC11A	C-type lectin domain family 11 member A
218747_s_at	1.77e-01	6.30e-02	-1.908109	-4.888765	-0.4865788	TAPBPL	TAP binding protein like
216669_at	1.77e-01	6.30e-02	-1.908097	-4.888788	-0.1043374	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
219761_at	1.77e-01	6.30e-02	-1.90805	-4.88887	-0.1162196	CLEC1A	C-type lectin domain family 1 member A
210529_s_at	1.77e-01	6.32e-02	1.907005	-4.890719	0.1613042	LOC100294033///TCAF1	protein FAM115A-like///TRPM8 channel associated factor 1
220539_at	1.77e-01	6.32e-02	-1.906889	-4.890923	-0.079987	CFAP46	cilia and flagella associated protein 46
202292_x_at	1.77e-01	6.32e-02	-1.906753	-4.891164	-0.1792938	LYPLA2	lysophospholipase II
212937_s_at	1.77e-01	6.32e-02	-1.906685	-4.891284	-0.0756235	COL6A1	collagen type VI alpha 1 chain
212501_at	1.77e-01	6.32e-02	-1.906522	-4.891571	-0.7234123	CEBPB	CCAAT/enhancer binding protein beta
210286_s_at	1.77e-01	6.32e-02	-1.90649	-4.891629	-0.1139146	SLC4A7	solute carrier family 4 member 7
222251_s_at	1.77e-01	6.32e-02	-1.906408	-4.891774	-0.3263471	GMEB2	glucocorticoid modulatory element binding protein 2
215927_at	1.77e-01	6.33e-02	-1.906033	-4.892437	-0.099631	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
202151_s_at	1.77e-01	6.33e-02	1.905942	-4.892596	0.3027062	UBAC1	UBA domain containing 1
222236_s_at	1.77e-01	6.34e-02	-1.905443	-4.893478	-0.072242	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
216467_s_at	1.77e-01	6.34e-02	-1.905385	-4.893581	-0.1931055		
205715_at	1.77e-01	6.34e-02	-1.905356	-4.893632	-0.7229738	BST1	bone marrow stromal cell antigen 1
204640_s_at	1.77e-01	6.34e-02	1.905206	-4.893897	0.4415683	SPOP	speckle type BTB/POZ protein
213890_x_at	1.77e-01	6.34e-02	1.905181	-4.893942	0.1108229	RPS16	ribosomal protein S16
209534_x_at	1.77e-01	6.34e-02	-1.905148	-4.894	-0.3840692	AKAP13	A-kinase anchoring protein 13
210072_at	1.77e-01	6.34e-02	-1.905059	-4.894157	-0.0665145	CCL19	C-C motif chemokine ligand 19
221680_s_at	1.77e-01	6.34e-02	-1.904959	-4.894334	-0.1750363	ETV7	ETS variant 7
217654_at	1.77e-01	6.35e-02	-1.904811	-4.894594	-0.1089346	CFLAR	CASP8 and FADD like apoptosis regulator
205784_x_at	1.77e-01	6.35e-02	-1.904777	-4.894654	-0.1289294	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome
222161_at	1.77e-01	6.35e-02	-1.904695	-4.8948	-0.1112682	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2
215018_at	1.77e-01	6.35e-02	-1.904621	-4.89493	-0.1709375	CEP295	centrosomal protein 295
215511_at	1.77e-01	6.35e-02	-1.90451	-4.895126	-0.1480748	TCF20	transcription factor 20
206377_at	1.77e-01	6.35e-02	-1.904427	-4.895273	-0.0529109	FOXF2	forkhead box F2
206809_s_at	1.77e-01	6.35e-02	1.904351	-4.895407	0.2583009	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
214784_x_at	1.77e-01	6.35e-02	1.904327	-4.895449	0.2279032	XPO6	exportin 6
207323_s_at	1.78e-01	6.36e-02	-1.904068	-4.895906	-0.0940249	MBP	myelin basic protein
209455_at	1.78e-01	6.36e-02	1.903963	-4.896092	0.4671912	FBXW11	F-box and WD repeat domain containing 11
215475_at	1.78e-01	6.36e-02	-1.903653	-4.896639	-0.0602933		
201681_s_at	1.78e-01	6.36e-02	-1.903551	-4.896819	-0.358238	DLG5	discs large MAGUK scaffold protein 5
213594_x_at	1.78e-01	6.37e-02	-1.903292	-4.897276	-0.389924	SRSF10	serine and arginine rich splicing factor 10
220454_s_at	1.78e-01	6.37e-02	-1.903119	-4.897582	-0.0958812	SEMA6A	semaphorin 6A
216817_s_at	1.78e-01	6.37e-02	-1.903096	-4.897622	-0.0862561	OR2H1	olfactory receptor family 2 subfamily H member 1
220558_x_at	1.78e-01	6.37e-02	-1.903048	-4.897707	-0.2794104	TSPAN32	tetraspanin 32
201907_x_at	1.78e-01	6.37e-02	-1.902861	-4.898037	-0.0838297	DVL3	dishevelled segment polarity protein 3
207219_at	1.78e-01	6.37e-02	-1.902749	-4.898234	-0.0839726	ZFP69B	ZFP69 zinc finger protein B
207374_at	1.78e-01	6.38e-02	-1.902457	-4.898749	-0.0891342	PLSCR2	phospholipid scramblase 2
210148_at	1.78e-01	6.38e-02	-1.902387	-4.898874	-0.5842705	HIPK3	homeodomain interacting protein kinase 3
218448_at	1.78e-01	6.38e-02	-1.902372	-4.8989	-0.1844947	GID8	GID complex subunit 8 homolog
201895_at	1.78e-01	6.38e-02	-1.902268	-4.899083	-0.1565044	ARAF	A-Raf proto-oncogene, serine/threonine kinase
213835_x_at	1.78e-01	6.38e-02	1.902255	-4.899106	0.2426105	GTPBP3	GTP binding protein 3 (mitochondrial)
202951_at	1.78e-01	6.38e-02	1.902248	-4.899118	0.4917926	STK38	serine/threonine kinase 38
202549_at	1.78e-01	6.38e-02	-1.902105	-4.89937	-0.0621376	VAPB	VAMP associated protein B and C
206512_at	1.78e-01	6.38e-02	-1.902055	-4.899459	-0.1261635	ZRSR1///SRP19	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 1///signal recognition particle 19
211798_x_at	1.78e-01	6.38e-02	-1.902019	-4.899522	-0.2518436	IGLJ3	immunoglobulin lambda joining 3
208348_s_at	1.78e-01	6.38e-02	-1.901959	-4.899628	-0.0682853	CBLB	Cbl proto-oncogene B
220442_at	1.78e-01	6.38e-02	-1.901953	-4.899638	-0.2247035	POC1B-GALNT4///GALNT4	POC1B-GALNT4 readthrough///polypeptide N-acetylgalactosaminyltransferase 4
203649_s_at	1.78e-01	6.38e-02	-1.901906	-4.899722	-0.128438	PLA2G2A	phospholipase A2 group IIA
210419_at	1.78e-01	6.39e-02	-1.901148	-4.901059	-0.2478607	BARX2	BARX homeobox 2
222110_at	1.78e-01	6.40e-02	-1.901057	-4.901219	-0.0889987	SENP5	SUMO1/sentrin specific peptidase 5
214401_at	1.78e-01	6.40e-02	-1.901025	-4.901275	-0.0950612	PAX1	paired box 1
209185_s_at	1.78e-01	6.40e-02	-1.900594	-4.902035	-0.7466388	IRS2	insulin receptor substrate 2
210576_at	1.78e-01	6.40e-02	-1.90058	-4.90206	-0.0952386	CYP4F8	cytochrome P450 family 4 subfamily F member 8
218833_at	1.78e-01	6.40e-02	-1.900538	-4.902134	-0.2118551	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
220567_at	1.78e-01	6.40e-02	-1.900376	-4.90242	-0.0676477	IKZF2	IKAROS family zinc finger 2
201827_at	1.78e-01	6.41e-02	1.900226	-4.902683	0.2707795	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
217875_s_at	1.78e-01	6.41e-02	-1.900199	-4.902732	-0.0763368	PMEPA1	prostate transmembrane protein, androgen induced 1
218323_at	1.78e-01	6.41e-02	1.900068	-4.902962	0.3214589	RHOT1	ras homolog family member T1
210587_at	1.78e-01	6.41e-02	-1.89984	-4.903364	-0.0811374	INHBE	inhibin beta E subunit
214411_x_at	1.78e-01	6.41e-02	-1.899828	-4.903384	-0.0609169	CTRB2	chymotrypsinogen B2
218908_at	1.78e-01	6.41e-02	-1.899737	-4.903545	-0.2991157	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4
201627_s_at	1.78e-01	6.42e-02	1.899606	-4.903776	0.3712575	INSIG1	insulin induced gene 1
204983_s_at	1.79e-01	6.42e-02	-1.899273	-4.904363	-0.1294555	GPC4	glypican 4
211497_x_at	1.79e-01	6.42e-02	-1.899259	-4.904388	-0.1365182	NKX3-1	NK3 homeobox 1
216049_at	1.79e-01	6.42e-02	-1.899207	-4.904479	-0.1735836	RHOBTB3	Rho related BTB domain containing 3
210087_s_at	1.79e-01	6.42e-02	-1.899183	-4.904521	-0.2130086	MPZL1	myelin protein zero like 1
213715_s_at	1.79e-01	6.42e-02	-1.899156	-4.90457	-0.0983611	KANK3	KN motif and ankyrin repeat domains 3
217191_x_at	1.79e-01	6.42e-02	-1.899008	-4.90483	-0.1310528		
215694_at	1.79e-01	6.42e-02	-1.898946	-4.90494	-0.1884514	SPATA5L1	spermatogenesis associated 5 like 1
206366_x_at	1.79e-01	6.42e-02	-1.898907	-4.905008	-0.4044969	XCL1	X-C motif chemokine ligand 1
216687_x_at	1.79e-01	6.43e-02	-1.898867	-4.905078	-0.1081162	UGT2B15	UDP glucuronosyltransferase family 2 member B15
214337_at	1.79e-01	6.43e-02	-1.898507	-4.905712	-0.1338806	COPA	coatomer protein complex subunit alpha
212034_s_at	1.79e-01	6.43e-02	1.898491	-4.905741	0.3062431	EXOC7	exocyst complex component 7
206734_at	1.79e-01	6.43e-02	1.89844	-4.905831	0.2791693	JRKL	JRK-like
220386_s_at	1.79e-01	6.43e-02	-1.898263	-4.906142	-0.217871	EML4	echinoderm microtubule associated protein like 4
206214_at	1.79e-01	6.43e-02	-1.898256	-4.906154	-0.1193841	PLA2G7	phospholipase A2 group VII
221624_at	1.79e-01	6.44e-02	-1.897681	-4.907166	-0.1433014	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
222342_at	1.79e-01	6.44e-02	-1.897485	-4.907512	-0.1076517		
221520_s_at	1.79e-01	6.44e-02	1.897478	-4.907524	0.4721739	CDCA8	cell division cycle associated 8
203207_s_at	1.79e-01	6.45e-02	1.89681	-4.9087	0.5323464	MTFR1	mitochondrial fission regulator 1
219983_at	1.79e-01	6.45e-02	-1.896738	-4.908826	-0.1172926	HRASLS	HRAS like suppressor
207844_at	1.79e-01	6.45e-02	-1.896708	-4.908879	-0.1243844	IL13	interleukin 13
213101_s_at	1.79e-01	6.46e-02	-1.895985	-4.910151	-0.2136004	ACTR3	ARP3 actin related protein 3 homolog
211263_s_at	1.79e-01	6.47e-02	-1.895909	-4.910285	-0.1284248	PCSK6	proprotein convertase subtilisin/kexin type 6
207275_s_at	1.79e-01	6.47e-02	-1.895711	-4.910634	-0.8900772	ACSL1	acyl-CoA synthetase long-chain family member 1
212067_s_at	1.80e-01	6.47e-02	1.895197	-4.911537	0.2438207	C1R	complement C1r subcomponent
200825_s_at	1.80e-01	6.48e-02	1.89515	-4.91162	0.3012254	HYOU1	hypoxia up-regulated 1
218486_at	1.80e-01	6.48e-02	-1.895083	-4.911738	-1.005489	KLF11	Kruppel like factor 11
209330_s_at	1.80e-01	6.48e-02	1.894954	-4.911965	0.2489384	HNRNPD	heterogeneous nuclear ribonucleoprotein D
211969_at	1.80e-01	6.48e-02	1.894858	-4.912134	0.3693377	HSP90AA1	heat shock protein 90 alpha family class A member 1
204092_s_at	1.80e-01	6.49e-02	1.894275	-4.913158	0.5716279	AURKA	aurora kinase A
221929_at	1.80e-01	6.49e-02	-1.894187	-4.913313	-0.1700048		
215158_s_at	1.80e-01	6.49e-02	-1.89413	-4.913414	-0.1698207	DEDD	death effector domain containing
202333_s_at	1.80e-01	6.49e-02	-1.894075	-4.913509	-0.2602934	UBE2B	ubiquitin conjugating enzyme E2 B
219134_at	1.80e-01	6.49e-02	-1.89394	-4.913747	-0.1059372	ADGRL4	adhesion G protein-coupled receptor L4
212576_at	1.80e-01	6.49e-02	-1.893871	-4.913868	-0.3170255	MGRN1	mahogunin ring finger 1
216478_at	1.80e-01	6.49e-02	-1.893763	-4.914059	-0.0670259		
217593_at	1.80e-01	6.50e-02	1.893643	-4.914269	0.7025971	ZSCAN18	zinc finger and SCAN domain containing 18
210610_at	1.80e-01	6.50e-02	-1.893425	-4.914652	-0.1487763	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
217026_at	1.80e-01	6.50e-02	-1.893208	-4.915033	-0.118051	CFTR	cystic fibrosis transmembrane conductance regulator
204706_at	1.80e-01	6.50e-02	1.893171	-4.915098	0.2986225	INPP5E	inositol polyphosphate-5-phosphatase E
220375_s_at	1.80e-01	6.50e-02	-1.893151	-4.915133	-0.1263533	C5orf66	chromosome 5 open reading frame 66
202805_s_at	1.80e-01	6.50e-02	1.89315	-4.915135	0.5327307	ABCC1	ATP binding cassette subfamily C member 1
214316_x_at	1.80e-01	6.51e-02	-1.892958	-4.915473	-0.2470758		
209581_at	1.80e-01	6.51e-02	-1.892476	-4.916319	-0.6952319	PLA2G16	phospholipase A2 group XVI
37408_at	1.80e-01	6.51e-02	-1.892444	-4.916375	-0.3159315	MRC2	mannose receptor C type 2
213139_at	1.80e-01	6.51e-02	-1.892412	-4.916432	-0.1079913	SNAI2	snail family transcriptional repressor 2
202569_s_at	1.80e-01	6.52e-02	1.892069	-4.917034	0.3001054	MARK3	microtubule affinity regulating kinase 3
204206_at	1.80e-01	6.52e-02	-1.891956	-4.917233	-0.3972471	MNT	MAX network transcriptional repressor
202672_s_at	1.80e-01	6.52e-02	1.891928	-4.917282	1.08618	ATF3	activating transcription factor 3
202785_at	1.80e-01	6.52e-02	1.891908	-4.917317	0.3348186	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
